Prolific ID,subjID,delay_sooner,amount_sooner,delay_later,amount_later,Resp=1 + Now,Resp=2 + Now,choice
5d7192103785810001af02a6,134,0,16,70,25,TRUE,FALSE,0
5d7192103785810001af02a6,134,0,18,67,30,FALSE,FALSE,1
5d7192103785810001af02a6,134,0,19,20,25,FALSE,TRUE,0
5d7192103785810001af02a6,134,0,21,171,30,FALSE,TRUE,0
5d7192103785810001af02a6,134,0,25,4,35,FALSE,FALSE,1
5d7192103785810001af02a6,134,0,30,3,35,FALSE,FALSE,1
5d7192103785810001af02a6,134,0,32,59,35,FALSE,FALSE,1
5d7192103785810001af02a6,134,0,30,42,35,TRUE,FALSE,0
5d7192103785810001af02a6,134,0,15,158,30,FALSE,TRUE,0
5d7192103785810001af02a6,134,0,31,129,35,TRUE,FALSE,0
5d7192103785810001af02a6,134,0,13,27,35,FALSE,FALSE,1
5d7192103785810001af02a6,134,0,17,9,25,FALSE,FALSE,1
5c28c65636efd800010f30fb,135,0,11,5,25,FALSE,FALSE,1
5c28c65636efd800010f30fb,135,0,11,11,30,FALSE,FALSE,1
5c28c65636efd800010f30fb,135,0,12,38,30,FALSE,FALSE,1
5c28c65636efd800010f30fb,135,0,12,76,35,FALSE,FALSE,1
5c28c65636efd800010f30fb,135,0,16,113,25,FALSE,FALSE,1
5c28c65636efd800010f30fb,135,0,16,70,25,FALSE,FALSE,1
5c28c65636efd800010f30fb,135,0,18,67,30,FALSE,FALSE,1
5c28c65636efd800010f30fb,135,0,19,20,25,FALSE,FALSE,1
5c28c65636efd800010f30fb,135,0,21,171,30,FALSE,TRUE,0
5c28c65636efd800010f30fb,135,0,25,4,35,FALSE,FALSE,1
5c28c65636efd800010f30fb,135,0,30,3,35,FALSE,FALSE,1
5c28c65636efd800010f30fb,135,0,32,59,35,TRUE,FALSE,0
5c28c65636efd800010f30fb,135,0,30,42,35,TRUE,FALSE,0
5c28c65636efd800010f30fb,135,0,15,158,30,FALSE,FALSE,1
5c28c65636efd800010f30fb,135,0,31,129,35,FALSE,FALSE,1
5c28c65636efd800010f30fb,135,0,13,27,35,FALSE,FALSE,1
5c28c65636efd800010f30fb,135,0,17,9,25,FALSE,FALSE,1
5dbe3345a262de347e900665,136,0,11,5,25,FALSE,FALSE,1
5dbe3345a262de347e900665,136,0,11,11,30,FALSE,FALSE,1
5dbe3345a262de347e900665,136,0,12,38,30,FALSE,FALSE,1
5dbe3345a262de347e900665,136,0,12,76,35,FALSE,FALSE,1
5dbe3345a262de347e900665,136,0,16,113,25,FALSE,FALSE,1
5dbe3345a262de347e900665,136,0,16,70,25,FALSE,FALSE,1
5dbe3345a262de347e900665,136,0,18,67,30,FALSE,FALSE,1
5dbe3345a262de347e900665,136,0,19,20,25,FALSE,FALSE,1
5dbe3345a262de347e900665,136,0,21,171,30,FALSE,FALSE,1
5dbe3345a262de347e900665,136,0,25,4,35,FALSE,FALSE,1
5dbe3345a262de347e900665,136,0,30,3,35,FALSE,FALSE,1
5dbe3345a262de347e900665,136,0,32,59,35,FALSE,FALSE,1
5dbe3345a262de347e900665,136,0,30,42,35,FALSE,FALSE,1
5dbe3345a262de347e900665,136,0,15,158,30,FALSE,FALSE,1
5dbe3345a262de347e900665,136,0,31,129,35,FALSE,FALSE,1
5dbe3345a262de347e900665,136,0,13,27,35,FALSE,FALSE,1
5dbe3345a262de347e900665,136,0,17,9,25,FALSE,FALSE,1
5588d358fdf99b304ee5674f,137,0,11,5,25,FALSE,FALSE,1
5588d358fdf99b304ee5674f,137,0,11,11,30,FALSE,FALSE,1
5588d358fdf99b304ee5674f,137,0,12,38,30,TRUE,FALSE,0
5588d358fdf99b304ee5674f,137,0,12,76,35,FALSE,TRUE,0
5588d358fdf99b304ee5674f,137,0,16,113,25,TRUE,FALSE,0
5588d358fdf99b304ee5674f,137,0,16,70,25,TRUE,FALSE,0
5588d358fdf99b304ee5674f,137,0,18,67,30,TRUE,FALSE,0
5588d358fdf99b304ee5674f,137,0,19,20,25,FALSE,TRUE,0
5588d358fdf99b304ee5674f,137,0,21,171,30,FALSE,TRUE,0
5588d358fdf99b304ee5674f,137,0,25,4,35,FALSE,FALSE,1
5588d358fdf99b304ee5674f,137,0,30,3,35,FALSE,FALSE,1
5588d358fdf99b304ee5674f,137,0,32,59,35,TRUE,FALSE,0
5588d358fdf99b304ee5674f,137,0,30,42,35,TRUE,FALSE,0
5588d358fdf99b304ee5674f,137,0,15,158,30,FALSE,TRUE,0
5588d358fdf99b304ee5674f,137,0,31,129,35,TRUE,FALSE,0
5588d358fdf99b304ee5674f,137,0,13,27,35,FALSE,FALSE,1
5588d358fdf99b304ee5674f,137,0,17,9,25,FALSE,FALSE,1
5c7ec09ff123b3001022c20a,138,0,11,5,25,FALSE,FALSE,1
5c7ec09ff123b3001022c20a,138,0,11,11,30,FALSE,FALSE,1
5c7ec09ff123b3001022c20a,138,0,12,38,30,TRUE,FALSE,0
5c7ec09ff123b3001022c20a,138,0,12,76,35,FALSE,TRUE,0
5c7ec09ff123b3001022c20a,138,0,16,113,25,TRUE,FALSE,0
5c7ec09ff123b3001022c20a,138,0,16,70,25,TRUE,FALSE,0
5c7ec09ff123b3001022c20a,138,0,18,67,30,FALSE,FALSE,1
5c7ec09ff123b3001022c20a,138,0,19,20,25,FALSE,FALSE,1
5c7ec09ff123b3001022c20a,138,0,21,171,30,FALSE,FALSE,1
5c7ec09ff123b3001022c20a,138,0,25,4,35,FALSE,FALSE,1
5c7ec09ff123b3001022c20a,138,0,30,3,35,FALSE,TRUE,0
5c7ec09ff123b3001022c20a,138,0,32,59,35,TRUE,FALSE,0
5c7ec09ff123b3001022c20a,138,0,30,42,35,FALSE,FALSE,1
5c7ec09ff123b3001022c20a,138,0,15,158,30,FALSE,TRUE,0
5c7ec09ff123b3001022c20a,138,0,31,129,35,TRUE,FALSE,0
5c7ec09ff123b3001022c20a,138,0,13,27,35,FALSE,FALSE,1
5c7ec09ff123b3001022c20a,138,0,17,9,25,FALSE,FALSE,1
5c31783f2c45d400014b2bfb,139,0,11,5,25,FALSE,FALSE,1
5c31783f2c45d400014b2bfb,139,0,11,11,30,FALSE,FALSE,1
5c31783f2c45d400014b2bfb,139,0,12,38,30,FALSE,FALSE,1
5c31783f2c45d400014b2bfb,139,0,12,76,35,FALSE,FALSE,1
5c31783f2c45d400014b2bfb,139,0,16,113,25,FALSE,FALSE,1
5c31783f2c45d400014b2bfb,139,0,16,70,25,FALSE,FALSE,1
5c31783f2c45d400014b2bfb,139,0,18,67,30,FALSE,FALSE,1
5c31783f2c45d400014b2bfb,139,0,19,20,25,FALSE,FALSE,1
5c31783f2c45d400014b2bfb,139,0,21,171,30,FALSE,FALSE,1
5c31783f2c45d400014b2bfb,139,0,25,4,35,FALSE,FALSE,1
5c31783f2c45d400014b2bfb,139,0,30,3,35,FALSE,FALSE,1
5c31783f2c45d400014b2bfb,139,0,32,59,35,TRUE,FALSE,0
5c31783f2c45d400014b2bfb,139,0,30,42,35,FALSE,FALSE,1
5c31783f2c45d400014b2bfb,139,0,15,158,30,FALSE,FALSE,1
5c31783f2c45d400014b2bfb,139,0,31,129,35,TRUE,FALSE,0
5c31783f2c45d400014b2bfb,139,0,13,27,35,FALSE,FALSE,1
5c31783f2c45d400014b2bfb,139,0,17,9,25,FALSE,FALSE,1
5be26958056ebf0001be62eb,140,0,11,5,25,FALSE,FALSE,1
5be26958056ebf0001be62eb,140,0,11,11,30,FALSE,FALSE,1
5be26958056ebf0001be62eb,140,0,12,38,30,FALSE,FALSE,1
5be26958056ebf0001be62eb,140,0,12,76,35,FALSE,FALSE,1
5be26958056ebf0001be62eb,140,0,16,113,25,FALSE,FALSE,1
5be26958056ebf0001be62eb,140,0,16,70,25,FALSE,FALSE,1
5be26958056ebf0001be62eb,140,0,18,67,30,FALSE,FALSE,1
5be26958056ebf0001be62eb,140,0,19,20,25,FALSE,FALSE,1
5be26958056ebf0001be62eb,140,0,21,171,30,FALSE,TRUE,0
5be26958056ebf0001be62eb,140,0,25,4,35,FALSE,FALSE,1
5be26958056ebf0001be62eb,140,0,30,3,35,FALSE,FALSE,1
5be26958056ebf0001be62eb,140,0,32,59,35,FALSE,FALSE,1
5be26958056ebf0001be62eb,140,0,30,42,35,TRUE,FALSE,0
5be26958056ebf0001be62eb,140,0,15,158,30,FALSE,FALSE,1
5be26958056ebf0001be62eb,140,0,31,129,35,TRUE,FALSE,0
5be26958056ebf0001be62eb,140,0,13,27,35,FALSE,FALSE,1
5be26958056ebf0001be62eb,140,0,17,9,25,FALSE,FALSE,1
5d4702f04f947a0001181420,141,0,11,5,25,FALSE,FALSE,1
5d4702f04f947a0001181420,141,0,11,11,30,FALSE,FALSE,1
5d4702f04f947a0001181420,141,0,12,38,30,TRUE,FALSE,0
5d4702f04f947a0001181420,141,0,12,76,35,FALSE,TRUE,0
5d4702f04f947a0001181420,141,0,16,113,25,TRUE,FALSE,0
5d4702f04f947a0001181420,141,0,16,70,25,TRUE,FALSE,0
5d4702f04f947a0001181420,141,0,18,67,30,TRUE,FALSE,0
5d4702f04f947a0001181420,141,0,19,20,25,FALSE,TRUE,0
5d4702f04f947a0001181420,141,0,21,171,30,FALSE,TRUE,0
5d4702f04f947a0001181420,141,0,25,4,35,FALSE,FALSE,1
5d4702f04f947a0001181420,141,0,30,3,35,FALSE,FALSE,1
5d4702f04f947a0001181420,141,0,32,59,35,TRUE,FALSE,0
5d4702f04f947a0001181420,141,0,30,42,35,TRUE,FALSE,0
5d4702f04f947a0001181420,141,0,15,158,30,FALSE,TRUE,0
5d4702f04f947a0001181420,141,0,31,129,35,TRUE,FALSE,0
5d4702f04f947a0001181420,141,0,13,27,35,FALSE,FALSE,1
5d4702f04f947a0001181420,141,0,17,9,25,FALSE,FALSE,1
5d4dc0d7b881130016424acf,142,0,11,5,25,FALSE,FALSE,1
5d4dc0d7b881130016424acf,142,0,11,11,30,FALSE,FALSE,1
5d4dc0d7b881130016424acf,142,0,12,38,30,FALSE,FALSE,1
5d4dc0d7b881130016424acf,142,0,12,76,35,FALSE,FALSE,1
5d4dc0d7b881130016424acf,142,0,16,113,25,TRUE,FALSE,0
5d4dc0d7b881130016424acf,142,0,16,70,25,TRUE,FALSE,0
5d4dc0d7b881130016424acf,142,0,18,67,30,FALSE,FALSE,1
5d4dc0d7b881130016424acf,142,0,19,20,25,FALSE,FALSE,1
5d4dc0d7b881130016424acf,142,0,21,171,30,FALSE,TRUE,0
5d4dc0d7b881130016424acf,142,0,25,4,35,FALSE,TRUE,0
5d4dc0d7b881130016424acf,142,0,30,3,35,FALSE,FALSE,1
5d4dc0d7b881130016424acf,142,0,32,59,35,TRUE,FALSE,0
5d4dc0d7b881130016424acf,142,0,30,42,35,TRUE,FALSE,0
5d4dc0d7b881130016424acf,142,0,15,158,30,FALSE,TRUE,0
5d4dc0d7b881130016424acf,142,0,31,129,35,TRUE,FALSE,0
5d4dc0d7b881130016424acf,142,0,13,27,35,FALSE,FALSE,1
5d4dc0d7b881130016424acf,142,0,17,9,25,FALSE,FALSE,1
5b5c8d4e10aec90001ed4bee,143,0,11,5,25,FALSE,FALSE,1
5b5c8d4e10aec90001ed4bee,143,0,11,11,30,FALSE,FALSE,1
5b5c8d4e10aec90001ed4bee,143,0,12,38,30,FALSE,FALSE,1
5b5c8d4e10aec90001ed4bee,143,0,12,76,35,FALSE,FALSE,1
5b5c8d4e10aec90001ed4bee,143,0,16,113,25,TRUE,FALSE,0
5b5c8d4e10aec90001ed4bee,143,0,16,70,25,FALSE,FALSE,1
5b5c8d4e10aec90001ed4bee,143,0,18,67,30,FALSE,FALSE,1
5b5c8d4e10aec90001ed4bee,143,0,19,20,25,FALSE,FALSE,1
5b5c8d4e10aec90001ed4bee,143,0,21,171,30,FALSE,TRUE,0
5b5c8d4e10aec90001ed4bee,143,0,25,4,35,FALSE,FALSE,1
5b5c8d4e10aec90001ed4bee,143,0,30,3,35,FALSE,FALSE,1
5b5c8d4e10aec90001ed4bee,143,0,32,59,35,TRUE,FALSE,0
5b5c8d4e10aec90001ed4bee,143,0,30,42,35,TRUE,FALSE,0
5b5c8d4e10aec90001ed4bee,143,0,15,158,30,FALSE,FALSE,1
5b5c8d4e10aec90001ed4bee,143,0,31,129,35,TRUE,FALSE,0
5b5c8d4e10aec90001ed4bee,143,0,13,27,35,FALSE,FALSE,1
5b5c8d4e10aec90001ed4bee,143,0,17,9,25,FALSE,FALSE,1
5d14445a4e1adb0001bff411,144,0,11,5,25,FALSE,FALSE,1
5d14445a4e1adb0001bff411,144,0,11,11,30,FALSE,FALSE,1
5d14445a4e1adb0001bff411,144,0,12,38,30,FALSE,FALSE,1
5d14445a4e1adb0001bff411,144,0,12,76,35,FALSE,FALSE,1
5d14445a4e1adb0001bff411,144,0,16,113,25,TRUE,FALSE,0
5d14445a4e1adb0001bff411,144,0,16,70,25,TRUE,FALSE,0
5d14445a4e1adb0001bff411,144,0,18,67,30,FALSE,FALSE,1
5d14445a4e1adb0001bff411,144,0,19,20,25,FALSE,FALSE,1
5d14445a4e1adb0001bff411,144,0,21,171,30,FALSE,TRUE,0
5d14445a4e1adb0001bff411,144,0,25,4,35,FALSE,FALSE,1
5d14445a4e1adb0001bff411,144,0,30,3,35,FALSE,FALSE,1
5d14445a4e1adb0001bff411,144,0,32,59,35,TRUE,FALSE,0
5d14445a4e1adb0001bff411,144,0,30,42,35,TRUE,FALSE,0
5d14445a4e1adb0001bff411,144,0,15,158,30,FALSE,TRUE,0
5d14445a4e1adb0001bff411,144,0,31,129,35,TRUE,FALSE,0
5d14445a4e1adb0001bff411,144,0,13,27,35,FALSE,FALSE,1
5d14445a4e1adb0001bff411,144,0,17,9,25,FALSE,FALSE,1
5c1c137b0739430001693cf5,145,0,11,5,25,FALSE,FALSE,1
5c1c137b0739430001693cf5,145,0,11,11,30,FALSE,FALSE,1
5c1c137b0739430001693cf5,145,0,12,38,30,FALSE,FALSE,1
5c1c137b0739430001693cf5,145,0,12,76,35,FALSE,TRUE,0
5c1c137b0739430001693cf5,145,0,16,113,25,TRUE,FALSE,0
5c1c137b0739430001693cf5,145,0,16,70,25,TRUE,FALSE,0
5c1c137b0739430001693cf5,145,0,18,67,30,TRUE,FALSE,0
5c1c137b0739430001693cf5,145,0,19,20,25,FALSE,FALSE,1
5c1c137b0739430001693cf5,145,0,21,171,30,FALSE,TRUE,0
5c1c137b0739430001693cf5,145,0,25,4,35,FALSE,FALSE,1
5c1c137b0739430001693cf5,145,0,30,3,35,FALSE,FALSE,1
5c1c137b0739430001693cf5,145,0,32,59,35,TRUE,FALSE,0
5c1c137b0739430001693cf5,145,0,30,42,35,TRUE,FALSE,0
5c1c137b0739430001693cf5,145,0,15,158,30,FALSE,TRUE,0
5c1c137b0739430001693cf5,145,0,31,129,35,TRUE,FALSE,0
5c1c137b0739430001693cf5,145,0,13,27,35,FALSE,FALSE,1
5c1c137b0739430001693cf5,145,0,17,9,25,FALSE,FALSE,1
57dd7528a0e8ce00015445fd,146,0,11,5,25,FALSE,FALSE,1
57dd7528a0e8ce00015445fd,146,0,11,11,30,FALSE,FALSE,1
57dd7528a0e8ce00015445fd,146,0,12,38,30,FALSE,FALSE,1
57dd7528a0e8ce00015445fd,146,0,12,76,35,FALSE,FALSE,1
57dd7528a0e8ce00015445fd,146,0,16,113,25,TRUE,FALSE,0
57dd7528a0e8ce00015445fd,146,0,16,70,25,TRUE,FALSE,0
57dd7528a0e8ce00015445fd,146,0,18,67,30,FALSE,FALSE,1
57dd7528a0e8ce00015445fd,146,0,19,20,25,FALSE,FALSE,1
57dd7528a0e8ce00015445fd,146,0,21,171,30,FALSE,TRUE,0
57dd7528a0e8ce00015445fd,146,0,25,4,35,FALSE,FALSE,1
57dd7528a0e8ce00015445fd,146,0,30,3,35,FALSE,FALSE,1
57dd7528a0e8ce00015445fd,146,0,32,59,35,TRUE,FALSE,0
57dd7528a0e8ce00015445fd,146,0,30,42,35,TRUE,FALSE,0
57dd7528a0e8ce00015445fd,146,0,15,158,30,FALSE,TRUE,0
57dd7528a0e8ce00015445fd,146,0,31,129,35,TRUE,FALSE,0
57dd7528a0e8ce00015445fd,146,0,13,27,35,FALSE,FALSE,1
57dd7528a0e8ce00015445fd,146,0,17,9,25,FALSE,FALSE,1
5d0d16d991270800010b7dd7,147,0,11,5,25,FALSE,FALSE,1
5d0d16d991270800010b7dd7,147,0,11,11,30,FALSE,FALSE,1
5d0d16d991270800010b7dd7,147,0,12,38,30,TRUE,FALSE,0
5d0d16d991270800010b7dd7,147,0,12,76,35,FALSE,TRUE,0
5d0d16d991270800010b7dd7,147,0,16,113,25,TRUE,FALSE,0
5d0d16d991270800010b7dd7,147,0,16,70,25,TRUE,FALSE,0
5d0d16d991270800010b7dd7,147,0,18,67,30,TRUE,FALSE,0
5d0d16d991270800010b7dd7,147,0,19,20,25,FALSE,FALSE,1
5d0d16d991270800010b7dd7,147,0,21,171,30,FALSE,TRUE,0
5d0d16d991270800010b7dd7,147,0,25,4,35,FALSE,FALSE,1
5d0d16d991270800010b7dd7,147,0,30,3,35,FALSE,FALSE,1
5d0d16d991270800010b7dd7,147,0,32,59,35,TRUE,FALSE,0
5d0d16d991270800010b7dd7,147,0,30,42,35,TRUE,FALSE,0
5d0d16d991270800010b7dd7,147,0,15,158,30,FALSE,TRUE,0
5d0d16d991270800010b7dd7,147,0,31,129,35,TRUE,FALSE,0
5d0d16d991270800010b7dd7,147,0,13,27,35,FALSE,FALSE,1
5d0d16d991270800010b7dd7,147,0,17,9,25,FALSE,TRUE,0
5d219d16072b440018aebe98,148,0,11,5,25,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,11,11,30,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,12,38,30,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,12,76,35,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,16,113,25,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,16,70,25,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,18,67,30,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,19,20,25,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,21,171,30,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,25,4,35,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,30,3,35,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,32,59,35,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,30,42,35,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,15,158,30,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,31,129,35,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,13,27,35,FALSE,FALSE,1
5d219d16072b440018aebe98,148,0,17,9,25,FALSE,FALSE,1